recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
190122904,"{'steamid': '76561199097007660', 'num_games_owned': 29, 'num_reviews': 10, 'playtime_forever': 630, 'playtime_last_two_weeks': 0, 'playtime_at_review': 208, 'last_played': 1748643089}",english,it ok i play with denis,1741905153,1741905153,True,0,0,0.5,0,False,False,False,False
190121859,"{'steamid': '76561199245692019', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 5940, 'playtime_last_two_weeks': 101, 'playtime_at_review': 416, 'last_played': 1761335521}",english,.,1741904109,1741904109,True,0,0,0.5,0,False,False,False,False
190120243,"{'steamid': '76561198302207958', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 31284, 'playtime_last_two_weeks': 35, 'playtime_at_review': 30515, 'last_played': 1761510444}",english,it cool,1741902383,1741902383,True,0,0,0.5,0,False,False,False,False
190119315,"{'steamid': '76561199579709224', 'num_games_owned': 7, 'num_reviews': 1, 'playtime_forever': 122172, 'playtime_last_two_weeks': 1041, 'playtime_at_review': 84189, 'last_played': 1762276786}",english,cool game,1741901386,1741901386,True,0,0,0.5,0,False,False,False,False
190119222,"{'steamid': '76561198371192858', 'num_games_owned': 84, 'num_reviews': 4, 'playtime_forever': 4867, 'playtime_last_two_weeks': 67, 'playtime_at_review': 4386, 'last_played': 1761519121}",english,"Great face-paced game. If you play casual make sure to play with friends - makes the experience much more fun.

Just do not play with t0mlo, he makes me alt+f4 almost every time",1741901298,1741901298,True,0,0,0.47999998927116394,0,False,False,False,False
190117238,"{'steamid': '76561198346901673', 'num_games_owned': 64, 'num_reviews': 2, 'playtime_forever': 42418, 'playtime_last_two_weeks': 0, 'playtime_at_review': 39214, 'last_played': 1760042465}",english,"Good game, brad kinda bad tho. Furthermore he big bad",1741899381,1741899381,True,1,0,0.519999980926513672,0,False,False,False,False
190112396,"{'steamid': '76561199130781890', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 16202, 'playtime_last_two_weeks': 57, 'playtime_at_review': 11208, 'last_played': 1762277610}",english,will ruin your mental state of mind,1741894758,1741894758,True,0,0,0.5,0,False,False,False,False
190105399,"{'steamid': '76561199077558787', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 14688, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7769, 'last_played': 1760126600}",english,.,1741888548,1741888548,True,0,0,0.5,0,False,False,False,False
190104079,"{'steamid': '76561199545835288', 'num_games_owned': 23, 'num_reviews': 11, 'playtime_forever': 681, 'playtime_last_two_weeks': 0, 'playtime_at_review': 132, 'last_played': 1760918847}",english,lajawab,1741887323,1741887323,True,0,0,0.5,0,False,False,False,False
190101003,"{'steamid': '76561199627450374', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 28940, 'playtime_last_two_weeks': 0, 'playtime_at_review': 28279, 'last_played': 1744712592}",english,"looba zabora
",1741884410,1741884410,True,0,0,0.5,0,False,False,False,False
